cluster_id,score,summary
109,"[0.6917319  0.80293105 0.70417682 0.92641501 1.15309159 0.93980885
 0.77249588 1.5229669  0.92010434 1.23606192 1.09501927 0.61455014
 0.64130995 0.30545189 0.80978833 1.08134819 1.01060496 1.04185312
 0.72642211 1.3770444  1.37247348 1.2409515  1.36343877 1.02681402
 1.76450906 1.22890376 0.98326759 1.26006464 1.15286868 0.80536876
 0.79043707 0.93661422 1.25138943 0.54949431 1.13569386 0.77049852
 1.79481823 1.27903587 0.63424207 1.14324459 1.10643016 1.15364895
 1.01988342 1.04381062 1.00716633 1.08163175 0.64332099 0.82059593
 0.93391036 1.00411775 0.81285126 0.95569719 0.76315559 0.79647469]",Tập 2 phim Đấu_trí lên sóng tối 197 đại_tá Giang NSND Trung_Anh sau khi có bằng_chứng trong tay về việc Tuấn Doãn_Quốc Đam Giám_đốc công_ty Khải_Tuấn lại quả cho ông Vừng Giám_đốc CDC Hải_Hà nhiều tỷ đồng nên đã mượn danh người của VTV đến gặp để nắn_gân ông này trước chứ chưa bắt ngay nhằm dụ hổ ra khỏi hang.Ở diễn_biến khác Đại_tá Giang NSND Trung_Anh đến tận văn_phòng làm_việc của Giám_đốc CDC Hải_Hà và nói biết ông này đã nhận tiền của công_ty Khải_Tuấn nhiều tỷ một phần trong số đó được gửi vào ngân_hàng và đứng_tên vợ còn phần_lớn vẫn ở trong nhà ông này.Ông tới gặp Giám_đốc CDC Hải_Hòa và nói_thẳng Tôi biết anh đã nhận tiền của công_ty Khải Tuấn.Bà Bằng gọi Tuấn đến chỗ làm_việc và dặn nếu có nhắn_tin thì dùng tin nhắn tự xóa và không được gọi điện.Tuấn nói việc này không cần phải nhắc vì Khải Anh_Tuấn Chủ_tịch HĐQT công_ty Khải Tuấn ra đường cũng phải thắp hương xin đài thì hiểu rồi.Đấu_trí tập 2 vụ Giám_đốc CDC Hải_Hà bị bắt khiến liên_minh bà Bằng Nguyệt Hằng Vụ_trưởng Vụ thiết_bị vật_tư y_tế và Tuấn nháy Doãn_Quốc Đam Giám_đốc công_ty Khải_Tuấn lo_lắng
110,"[0.88122828 1.09819116 1.07190596 1.16435045 0.89580715 0.72280091
 0.8225249  1.48458031 1.06336506 0.72930207 1.33692886 0.81437267
 0.91608877 0.98897513 1.03105072 1.37094281 1.25488982 1.21412044
 0.48533862 1.0697485  0.46944456 1.05853737 0.81671192 0.98652067
 0.91873413 1.03331912 1.06906048 0.76921582 1.18116672 1.17452658
 1.21628827 0.88023187 0.6974916  0.48553379 0.97517508 1.27125948
 0.68947683 0.82604508 1.15745152 0.36908019 1.13056544 0.90455896
 0.70226759 1.10993421 0.43634889 0.18127823 0.67491856 1.25858061
 1.16161726 1.10112241 0.8026559  1.14979286 1.27567412 1.06586828
 0.84049724 1.13734849 0.61848042 1.5057863  1.33449403 1.03075018
 0.90751637 0.7504766  1.31087828 0.94930191 1.17283256 0.98177258
 1.17819641 0.91778194 1.21714358 1.37568921 1.19454583 1.32721852
 1.18554465 1.01516267 1.2272864  1.41419133 0.99013753]",Để sử_dụng tính_năng này người dùng chỉ cần chọn một bức ảnh trong ứng_dụng Ảnh nhấn vào biểu_tượng 3 dấu_chấm ở góc trên cùng bên phải của màn_hình và chọn Ẩn.Nếu muốn dùng thử iOS 16 beta người dùng có_thể đăng_ký quyền truy_cập thử từ trang_web của Apple và tải tệp xuống iPhone của mình.Màn_hình khóa của iOS là một đặc_trưng không_thể thiếu xuất_hiện từ những chiếc iPhone đầu_tiên với hình_ảnh thanh kéo trượt để mở khóa đã trở_thành biểu_tượng.Song trong những phiên_bản nâng_cấp gần đây iOS đã bắt_đầu chú_ý đến trải_nghiệm người dùng hơn khi cho_phép họ dễ_dàng tùy chỉnh điện_thoại của mình.Tuy cũng hỗ_trợ tùy chọn này nhưng iOS lại buộc người dùng phải vào màn_hình chính và kéo sang phải để xem những thông_tin cơ_bản.Không chỉ cung_cấp khả_năng chỉnh sửa thời_gian và vị_trí của ảnh hoặc video iOS 16 còn giúp người dùng nhận_diện những tấm ảnh trùng_lặp để nhanh_chóng xóa chúng đồng_thời cho_phép lựa_chọn vật_thể trong ảnh xóa phông nền xung_quanh và gửi chúng sang ứng_dụng khác mà không cần phần_mềm bên thứ 3.Những tùy biến này cho thấy Táo khuyết đang lắng_nghe phản_hồi của người dùng và thay_đổi dần hệ điều_hành của mình qua thời_gian.Với iOS 16_Apple cho_phép người dùng ẩn hoặc khóa ảnh của mình bằng mật_khẩu hoặc FaceID
111,"[0.82422678 1.10244317 0.48547417 1.05130458 0.89083992 0.91105458
 0.95546475 0.69056663 0.85722537 0.46523047 1.30828896 1.3909046
 1.0631072  1.26152464 0.62746104 1.36639832 0.84560985 1.33577214
 1.03858887 1.35252213 0.9362533  0.90662851 1.08535486 0.52659594
 0.92535236 1.33249363 1.20189834 0.77222244 1.15004174 1.0450955
 0.80644547 1.20085614 0.8361329  0.85453277 0.92558028 0.85886258
 0.7948228  1.05323176 1.09673989 1.17005207 1.04713098 1.14437924
 0.96681978 1.53846855]",Tại đây rapper biểu_diễn ca_khúc mới nhất That_That và nhiều bài hát phát_hành trước đó như Champion_Its_Art.That That là bài hát thứ 5 của PSY có_mặt trên bảng xếp_hạng sau Gangnam_Style hạng 2 Gentleman hạng 5 năm 2013_Hangover_26 và Daddy 97.Sau đó anh đưa thêm ba bài hát vào bảng xếp_hạng ở vị_trí thứ 5 với Gentleman năm 2013 vị_trí thứ 26 với Hangover_2014 và vị_trí thứ 97 với Daddy 2015.Sản_phẩm được phát_hành vào 18 h ngày 294 với sự tham_gia của nhiều nghệ_sĩ nổi_tiếng như Hwasa_Mamamoo_Crush_Jessi_Heize_Tablo_Epik_High và Sung_Si_Kyung.PSY ra_mắt vào năm 2001 và được biết đến với các ca_khúc Champion 2002 Father 2005 Right_Now 2010
112,"[0.89046274 0.54647672 0.61247582 0.50597479 0.40313225 0.46708899
 1.11016165 1.00542174 1.14084144 1.41530445 1.4507191  1.24309181
 0.96589035 0.6821674  0.710674   0.31266438 0.64908008 1.67069382
 1.30175116 0.62718847 0.54868184 0.31650604 0.92165245 1.20760791
 0.76705023 0.61886967 0.25272648 1.39343082 1.83816817 1.31252498
 1.2940367  1.         1.03919669 1.41914364 1.60938647 1.22366193
 1.         0.68851066 0.85769651 0.96440703 0.3907342  0.46234568
 0.74530068 0.56073511 0.66357306 0.79069162 0.77550177 1.59480022
 1.27560213 0.73573618 0.92891442 0.68973787 0.67072173 0.99370705
 1.27512891 1.14535847 1.23436493 1.18961747 0.9511506  1.32409465
 1.16000422 1.63272754 0.30132233 1.13756249 1.17810646 1.10253804
 0.81565582 1.43354754 1.44010451 1.19511504 0.99650073 1.15897747
 1.41497201 1.18792876 1.17596267 1.26909977 1.34810634 0.62911031
 1.40419779 0.80838749 1.17963894 1.33273283 0.69214924 1.44016707
 1.18304847]",Tuy_nhiên trước khi diễn ra phiên_tòa 2 ngày_Hội_đồng xét_xử có nhận được đề_nghị của luật_sư bảo_vệ quyền và lợi_ích hợp_pháp cho bị hại về việc xét_xử công_khai vụ án đề_nghị xác_định tỷ_lệ thương_tật của bị hại trong các ngày 71011 và 12122021 và xác_định bị_cáo Nguyễn_Kim_Trung_Thái là đồng_phạm với bị_cáo Nguyễn_Võ_Quỳnh_Trang về tội giết người.Do_đó HĐXX tuyên hoãn phiên_tòa trả hồ_sơ cho VKS để điều_tra bổ_sung theo kiến_nghị của người bảo_vệ lợi_ích hợp_pháp của bị hại về giám_định thương_tích thương_tật của bị hại vào các ngày 7 10 11 và 12122021 là có cơ_sở được chấp_nhận.Đối_với kiến_nghị xác_định Nguyễn_Kim_Trung Thái SN 1985 TP HCM ba bé A là đồng_phạm_tội Giết_người với bị_cáo Nguyễn_Võ_Quỳnh_Trang SN 1995 quê Gia_Lai của luật_sư sau khi điều_tra bổ_sung HĐXX sẽ căn_cứ điều 298 Bộ_luật tố_tụng hình_sự để xét_xử theo tội_danh mà VKS truy_tố.Cụ_thể các luật sự cho biết theo kết_luận giám_định pháp_y bổ_sung ngày 1432022_Phòng Kỹ_thuật hình_sự Công_an TP HCM giải_thích các tổn_thương xảy ra trong 1 6 giờ trước khi tử_vong là nguyên_nhân cái chết của bé A_Các tổn_thương cũ xảy ra trước khi từ vong khoảng từ 2 ngày đến 25 ngày là yếu_tố_cộng thêm dẫn đến cái chết của nạn_nhân.Theo HĐXX đối_với đề_nghị của luật_sư yêu_cầu thay_đổi thẩm_quyền của tòa_án HĐXX cho rằng bị hại trong vụ_án là cháu VA khi tử_vong chỉ mới 8 tuổi do_đó vụ án thuộc thẩm_quyền xét_xử của Tòa gia_đình và trẻ vị_thành_niên.Luật_sư viện_dẫn quy_định giám_định vết_thương cũ phân_tích vụ_việc như sau Tại Khoản 2 Điều 2 Thông_tư 222019TTBYT ngày 2882019 Quy_định về tỷ_lệ phần_trăm tổn_thương cơ_thể sử_dụng trong giám_định pháp_y giám_định pháp_y tâm_thần đã quy_định nguyên_tắc giám_định như sau Giám_định để xác_định tỷ_lệ tổn_thương cơ_thể được thực_hiện trên hồ_sơ trong trường_hợp người cần giám_định đã bị chết hoặc bị mất_tích hoặc các trường_hợp khác theo quy_định của pháp_luật.Cũng theo luật_sư Nguyễn_Anh Thơm căn_cứ Điều_298 Bộ_luật tố_tụng hình_sự quy_định về Giới_hạn của việc xét_xử của Tòa như sau Tòa_án xét_xử những bị_cáo và những hành_vi theo tội_danh mà Viện_kiểm_sát truy_tố và Tòa_án đã quyết_định đưa vụ án ra xét_xử.Cơ_quan điều_tra đã thu_thập bệnh_án của cháu VA tại bệnh_viện các tài_liệu giám_định vết_thương cũ và vết_thương ngày cháu bị tử_vong do hành_hung ngày 22122021
113,"[1.32402795 1.07454839 0.8452041  1.03183524 0.66753856 0.98457298
 0.81672446 1.0837908  0.70912406 0.96423066 1.37903781 1.11651242
 0.95567004 0.78583788 0.96957036 0.91204747 1.09226116 0.85286396
 1.15778046 1.00510463 1.06349847 1.12969342 0.9947339  1.0837908 ]",Chương_trình được triển_khai nhằm biểu_dương các thành_tựu xuất_sắc trong lĩnh_vực sản_xuất và thúc_đẩy ứng_dụng công_nghệ_thông_tin công_nghệ_số đổi_mới sáng_tạo giúp nâng cao năng_lực cạnh_tranh cho doanh_nghiệp phát_triển kinh_tế số.Đây là hạng_mục dành cho các các doanh_nghiệp tiêu_biểu chuyển_đổi số thành_công có định_hướng phát_triển các sản_phẩm dịch_vụ thông_minh.Đây là hạng_mục dành cho các các doanh_nghiệp tiêu_biểu CĐS thành_công có định_hướng phát_triển các sản_phẩm dịch_vụ thông_minh
114,"[1.16121423 1.0796532  0.65858342 0.80210052 1.20501417 1.09683881
 1.24269684 0.7539743  1.13098731 0.95185748 0.9988535  1.37289769
 0.58588625 1.06806607 1.16817852 0.60940047 1.11352264 1.16817874
 1.22827214 0.75609676 1.20086088 1.08620826 0.90084678 0.77321207
 1.08212753 1.17950186 1.14760638 0.96846109 0.50890208]",Ngày 107 Công_an TP Biên Hòa Đồng_Nai lập hồ_sơ xử_lý nhóm đối_tượng dương_tính với ma_túy được phát_hiện tại quán bar Vip_Lounge tại KP7 phường Thống_Nhất TP Biên_Hòa.Kiểm_tra tại chỗ lực_lượng công_an đã thu_giữ 8_viên thuốc lắc nhiều gói ma_túy dạng hàng khay được ném vương_vãi trên sàn nhà.Theo thông_tin ban_đầu khoảng 23 giờ 30 ngày 97 lực_lượng cảnh_sát thuộc Đội Cảnh_sát điều_tra tội_phạm về ma_túy Công_an TP Biên_Hòa phối_hợp với lực_lượng cảnh_sát cơ_động và Công_an phường Thống_Nhất bất_ngờ kiểm_tra quán bar Vip_Lounge
115,"[0.84800245 1.05195456 1.29839779 0.8325148  1.06429464 0.82011129
 1.11298012 0.68826865 1.45381098 0.82241817 0.869554   1.086844
 1.6471902  1.86862271 1.51026372 1.60218103 0.87367812 1.54033847
 1.04189662 0.90328157 1.43670241 0.78715439 0.75802984 1.1818516
 0.91573534 0.81680531 1.23395825 1.14287417 1.40404101 0.95672357
 0.2024845  0.83822901 0.9233845  1.29347493 0.77796344 1.
 0.81505392 0.60596607 0.85046457 0.7546144  0.6616211  0.93600233
 1.03916604 1.24444599 1.09236851 0.41097731 0.4966146  1.09308095
 1.07835573 0.61037342 0.76720329 0.9670778  0.77970501 1.38704702
 1.17486981 0.98258641 0.64638957]",Hơn_nữa chỉ_số giá sản_xuất của Mỹ_PPI được công_bố vào thứ_Năm đã vượt qua kỳ_vọng với một biên_độ lớn điều đó càng khẳng_định Fed sẽ mạnh_tay hơn trong đối_phó với lạm_phát.Các nhà hoạch_định chính_sách của Fed đã báo_hiệu đợt tăng lãi_suất 075 lần thứ 2 vào cuối tháng này trong bối_cảnh lạm_phát dai_dẳng tăng_trưởng việc_làm và tiền_lương vẫn ổn_định.Giá vàng giảm chạm mức thấp nhất trong 11 tháng vào đầu phiên giao_dịch tại Mỹ hôm thứ_Năm trong bối_cảnh Fed tiếp_tục hành_động bằng cách mạnh_tay thắt chặt chính_sách tiền_tệ của Mỹ.Thước_đo lạm_phát này cũng đã tăng 13 so với tháng 5 mức tăng trong tháng lớn nhất kể từ năm 2005 được cho là do giá xăng_dầu nhà ở và thực_phẩm tăng cao.Theo dữ_liệu vừa công_bố của Bộ Lao_động Mỹ chỉ_số giá tiêu_dùng CPI của Mỹ trong tháng 6 đã tăng lên 91 so với năm_ngoái cũng là mức tăng lớn nhất kể từ cuối năm 1981.Giá vàng đang mất đi sự hấp_dẫn sau khi CPI của Mỹ tăng lên 91 được công_bố vào hôm thứ_Năm khiến vàng giảm hơn 2 xuống mức thấp nhất gần một năm
116,"[1.04339675 0.23852347 0.46274421 0.08192836 1.04950758 0.9695993
 1.05597867 0.78016123 0.77155056 0.58466868 0.80691169 0.5599531
 0.75768762 0.40411759 0.9602766  0.55416295 1.00942351 0.96093259
 1.48431562 1.27511027 1.08814086 1.08294521 0.81003501 1.02783201
 1.02784969 1.0430646  0.52055275 1.03763135 1.06681603 0.73578875
 0.91908146 1.52726766 0.97888369 0.46464626 1.38626321 1.34452804
 0.96561505 1.11390807 0.25970629 0.93167556 1.13699728 0.94162857
 0.63794615 0.88508311 1.48413309 1.4473873  1.71785471 1.48431562
 0.77152803 1.1687336  0.74186946 0.58472877 0.51555508 0.39893404
 0.51817659 0.87869117 0.36627071 1.21993256 1.30893598 0.81720594
 0.94236051 0.34248234 1.43977703 1.11785605 1.39548049 1.12335764
 0.96878577 1.17667257 1.76285943 0.3944626  0.49420003 1.18050595
 0.40964095 0.46435946 1.08410634 1.30798398 1.23616397 1.39992752
 1.01352003 0.72678965 1.19418787 1.17406377 1.56514743 1.61501143
 1.42895984 0.42902014 0.19413506 0.85353621 1.18778272 0.42037142
 0.91724427 1.2772233  1.03550773 0.95404854 1.28034942 1.57888149
 1.36055108 1.12202496 0.7384122  1.72570193 1.34359953 1.36503298
 0.95881366 1.12904835 1.43411545 1.58833486 1.60579006 1.29066679
 1.2925074  1.78954813 1.         1.        ]",Không nên dùng các loại thuốc ho dành cho người_lớn chia_nhỏ cho trẻ uống do có_thể có tác_dụng phụ độc_tính.Khi trẻ không có các dấu_hiệu gợi_ý bệnh_lý cụ_thể nào Xquang phổi và hô_hấp ký bình_thường thường được gọi_là ho không đặc_hiệu.Theo các chuyên_gia hô_hấp ho là một phản_xạ tự_nhiên bảo_vệ cơ_thể giúp cơ_thể đào_thải chất nhầy chất bẩn tác_nhân lạ như virus vi_khuẩn xâm_nhập vào vùng cổ_họng gây viêm_nhiễm đường hô_hấp nên khi trẻ bị ho cha_mẹ không nên quá lo_lắng mà cần theo_dõi và chăm_sóc như sau.Trước khi dùng thuốc điều_trị ho bác_sĩ có_thể khảo_sát từng bước hoặc cho trẻ làm tất_cả các khảo_sát trong 1 lần để tìm ra nguyên_nhân của bệnh trước khi dùng thuốc điều_trị.Nên cho trẻ dùng các loại thuốc ho an_toàn có nguồn_gốc từ thảo dược.Khói thuốc_lá bụi_bặm virus vi_khuẩn bám trên các vật_dụng hàng ngày có_thể là nguyên_nhân khiến trẻ bị ho và ho lâu khỏi.Ho quá nhiều làm trẻ khó_chịu hay gây ra hậu_quả xấu Trẻ đau_ngực đau họng mất_ngủ nôn óiTrẻ không có dấu_hiệu cảnh_báo các bệnh đã nêu trên.Trong trường_hợp trẻ có biểu_hiện ho kéo_dài ho ngày_càng tăng mệt_mỏi nôn trớ ho có đờm nhiều khó thở cha_mẹ cần đưa trẻ đến cơ_sở y_tế để được khám chẩn_đoán chính_xác nguyên_nhân và điều_trị đúng cách
117,"[1.28537543 0.8202403  0.88030989 1.39351765 0.92678863 0.66964927
 0.62983301 0.87038772 1.11928235 0.79559789 0.88701464 1.38474802
 1.22706126 0.31301772 1.33637561 0.67120355 1.00966587 1.30194759
 1.22481263 1.32833452 0.92483645]",Quyết_định xử_phạt nêu rõ Nội_dung chưa được cơ_quan Nhà_nước có thẩm_quyền kiểm_chứng là thông_tin sai sự_thật ảnh_hưởng đến uy_tín của cá_nhân vi_phạm quy_định tại Điều 5 Nghị_định số 722013 ngày 1572013 của Chính_phủ quản_lý cung_cấp sử_dụng dịch_vụ internet và thông_tin trên mạng.Theo đó ông H được xác_định đã dùng tài_khoản mạng xã_hội Facebook đăng_tải nội_dung_sai sự_thật về việc Ủy_ban Kiểm_tra Trung_ương yêu_cầu xem_xét kỷ_luật 2 lãnh_đạo cấp cao và lãnh_đạo Hà_Nội.Nội_dung nêu trên chưa được cơ_quan Nhà_nước có thẩm_quyền kiểm_chứng là thông_tin sai sự_thật ảnh_hưởng đến uy_tín của cá_nhân vi_phạm quy_định tại Điều 5 Nghị_định số 722013 ngày 1572013 của Chính_phủ quản_lý cung_cấp sử_dụng dịch_vụ internet và thông_tin trên mạng Thanh_tra Sở TTTT Hà_Nội khẳng_định
118,"[1.11430274 1.50189023 1.28101886 1.27814625 1.17311299 0.66120075
 0.81403201 0.67623695 0.66633893 1.19153999 1.33383348 1.10020414
 1.02347128 0.61674989 1.33190108 1.11923155 0.7795205  0.94128872
 0.77347245 0.60867093 0.66575457 0.28693854 0.44636773 1.27074238
 1.06093395 0.86632161 1.05025304 0.67918366 0.79134029 1.2274317
 1.11878201 1.4059727  0.67153097 1.16115818 1.33665801 1.16723825
 1.1619066  1.21138676 1.02678194 0.66911593 1.04088724 1.29210085
 1.22620688 1.17884248]",Đây là tháng thứ ba liên_tiếp gas giảm_giá và là lần thứ tư trong năm 2022 giá gas giảm với tổng mức 79000 đồngbình 12 kg.Trước đó vào đầu tháng 5 và 6 gas trong nước có 2 lần giảm_giá với tổng mức giảm khoảng 60000 đồngbình 12 kg.Do_đó giá gas bán_lẻ trong nước từ tháng 7 sẽ giảm tương_ứng ở mức 583 đồngkg tương_đương 7000 đồngbình 12 kg và 26235 đồngbình 45 kg so với tháng trước.Trước đó vào đầu tháng 5 và 6 gas trong nước cũng có 2 lần giảm_giá với tổng mức giảm khoảng 60000 đồngbình 12 kg.Công_ty TNHH MTV Dầu_khí TPHCM_Saigon_Petro thông_báo từ ngày 17 giá bán gas Saigon_Petro_giảm 7000 đồngbình giá bán_lẻ tối_đa đến tay người tiêu_dùng là 449000 đồngbình 12 kg
119,"[1.30698946 1.44968897 0.93284233 1.57334614 1.37632317 1.09532648
 0.90146799 0.89119413 0.39573583 0.68517415 0.60499349 0.46742573
 0.43010171 0.82571622 0.5208094  0.40827642 1.19413477 1.06348027
 0.62102013 0.66392363 1.71464339 1.1866718  1.38845652 0.57720301
 1.74201161 1.45908552 0.88573121 1.1752737  1.02141446 0.61080732
 0.70236747 1.21115167 1.36065058 0.83089098 1.36349177 0.98579565
 0.92317028 1.24901753 0.94265356 1.32408514 0.90287146 0.75962163
 0.86635751 1.52996676 0.95138453 1.16768375 1.29452825 0.93922015
 0.9913773  1.40030924 0.94653388 0.5085218  1.35855674 0.77460965
 1.21940298 0.75037995 0.91394859 0.91983724 0.9538498  0.8335965
 1.04319482 1.06310438 0.47163251 1.12320188 0.51022321 0.74107623
 1.16264804 0.84968103 1.35967764 1.3299647  1.11599224 1.49477528
 1.31161292 1.00217094 0.60116089 0.62455148 1.14608935 1.00414117]",Geralda De_Vos là nghệ_sĩ người Bỉ đến Việt_Nam theo một chương_trình lưu_trú nghệ_sĩ và thật kỳ_lạ là bà quan_tâm đến những chiếc dép vô_tình bị đánh_rơi trên các nẻo đường để đưa vào tác_phẩm của mình.Khi được hỏi tại_sao lại chọn viết cho thiếu_nhi tác_giả chia_sẻ nhiều năm làm_việc với văn_chương chị thấy mình đã cần một cái gì đó sảng_khoái đơn_giản rạng_rỡ và tràn_đầy sức_sống như cái cách mà bọn trẻ vẫn chơi_đùa hàng ngày.Có những tác_giả nhí còn viết truyện_dài bằng tiếng Anh sau đó tự dịch ra tiếng Việt để in sách song_ngữ ViệtAnh xác_lập một kỷ_lục đẹp trong đời_sống văn_học thiếu_nhi giai_đoạn này.Giải_Khát_vọng Dế_Mèn được trao cho năm tác_phẩm Biệt_đội thám_tử và Emma thảm_họa hai truyện_dài của Quyên_Gavoye_Nhà_xuất_bản Kim_Đồng Cơ_Bản là Cơ_Bản truyện_dài của Phạm_Huy_Thông Nhà_xuất_bản Kim_Đồng Đu_đưa trên ngọn cây bàng bản_thảo truyện_dài của Nguyễn_Hoàng_Diệu_Thủy_bản_thảo chùm truyện_ngắn của Nguyễn_Vũ_An Băng 9 tuổi và Chiếc dép thất_lạc sách tranh của Geralda_De_Vos_Bỉ và Sofia_Holt_Thụy_Điển Kim_Ngọc dịch Nhà_xuất_bản Kim_Đồng.Tại lễ trao giải nhà_thơ Trần_Đăng_Khoa đặt câu hỏi cho tác_giả rằng em có mong_ước trở_thành nhà_văn không tác_giả đã trả_lời không và ước_mơ của em là trở_thành một nhà thiên_văn_học.Ở hai mùa giải trước chỉ có các tác_giả trong nước tham_dự năm nay đã thu_hút nhiều tác_phẩm của tác_giả là Việt_kiều hoặc các tác_giả họa_sĩ người nước_ngoài có nhiều năm gắn_bó với Việt_Nam.Ban tổ_chức cho biết so với các mùa giải năm 2020 và 2021 số_lượng các tác_phẩm dự thi ít hơn nhưng vẫn phong_phú về thể_loại tạo nên một bức tranh chung về văn_học nghệ_thuật của thiếu_nhi hoặc vì thiếu_nhi trong năm xét giải.Trong đó có chín chùm thơ tập thơ hoặc series thơ nhiều tập 19 phim hoặc series phim_hoạt_hình còn lại là các tập truyện_ngắn truyện_dài tiểu_thuyết So với mùa giải đầu_tiên tổ_chức năm 2020 và mùa thứ hai năm 2021 số_lượng tác_phẩm dự thi năm nay ít hơn song vẫn phong_phú về đề_tài thể loại
120,"[0.95468844 1.1019688  0.60158859 1.38480406 0.97444929 1.6282945
 0.87125923 1.11777692 1.2879236  0.87503044 1.28036654 1.61810852
 1.50333008 1.03119382 1.06207408 0.77698234 1.22729721 0.95391005
 0.84857346 1.13014654 1.4882882  1.16446705 1.22505582 1.1122569
 1.28015083 1.23754006 1.02800964 0.67395506 0.67442262 0.7144127
 0.55963566 1.21039238 1.32913963 1.05792373 1.31885895 0.7372536
 1.32263133 0.82993964 0.49724833 0.72079778 0.80157808 0.48871155
 1.5801729  0.66901283 1.23935126 1.22303616 1.00868761 0.93633685
 1.32249151 1.16162114 0.99231408 0.97760807 1.36160129 0.94936917
 1.14550995 1.42077916 0.75090489 1.345904   1.29523277 1.08773702
 0.93765088 0.90469461 1.11129488 1.21204653 1.34535452 1.49553563
 0.496159   1.34768211 0.68333526 1.02031918 1.365254   0.97218055
 0.46127704 1.         0.91316326 0.61155011 0.93939869 0.67545277
 0.62636955 0.52786343 0.37846225 0.99888564 1.1915241  0.61792436
 0.61877903 0.33471639 0.86720532 0.47842568 0.87235677 0.60018016
 1.21331702 1.01153463]",Chính_phủ tổ_chức hội_nghị này nhằm đánh_giá thực_trạng thị_trường bất_động_sản khẳng_định và phát_huy những kết_quả thành_tựu đã đạt được nêu rõ chấn_chỉnh những hạn_chế bất_cập những vấn_đề nổi lên tổng_hợp kinh_nghiệm trong nước quốc_tế từ đó đề_xuất giải_pháp về lãnh_đạo chỉ_đạo đề ra quan_điểm mục_tiêu nhiệm_vụ đối_với lĩnh_vực bất_động_sản và các lĩnh_vực liên_quan để đảm_bảo thị_trường bất_động_sản tiếp_tục phát_triển ổn_định lành_mạnh và bền_vững với tinh_thần không hình_sự_hóa các quan_hệ kinh_tế dân_sự nhưng ai sai_phạm thì phải xử_lý bảo_vệ khuyến_khích những người làm đúng những người làm_ăn chân_chính hiệu_quả.Thủ_tướng Phạm_Minh_Chính nhấn_mạnh quan_điểm kiên_trì kiên_định kiên_quyết phát_triển hệ_sinh_thái bất_động_sản an_toàn lành_mạnh bền_vững không siết chặt tín_dụng một_cách bất hợp_lý nhưng tăng_cường kiểm_tra giám_sát không buông_lỏng quản_lý Nhà_nước không hình_sự_hóa các quan_hệ kinh_tế dân_sự nhưng rà_soát ngăn_chặn phát_hiện những hành_vi sai_phạm để xử_lý nghiêm theo đúng quy_định của pháp_luật không để đổ_vỡ thị_trường bảo_vệ những người làm đúng bảo_vệ hài_hòa_lợi_ích Nhà_nước người dân và doanh_nghiệp.Ông đánh_giá cao hướng tiếp_cận của người đứng đầu Chính_phủ với tinh_thần có vướng_mắc thì phải gỡ vướng trong bối_cảnh Việt_Nam đang cần phục_hồi nhanh để tận_dụng cơ_hội trỗi dậy.Văn_phòng Chính_phủ phối_hợp với Bộ Xây_dựng và các bộ ngành liên_quan nghiên_cứu hoàn_thiện trình cấp có thẩm_quyền ban_hành văn_bản chỉ_đạo phù_hợp về các giải_pháp phát_triển thị_trường bất_động_sản an_toàn lành_mạnh bền_vững.Kiểm_tra giám_sát việc tuân_thủ pháp_luật về phát_hành và sử_dụng vốn thu được từ phát_hành trái_phiếu nhất là phát_hành trái_phiếu riêng_lẻ của các doanh_nghiệp bất_động_sản của tổ_chức tín_dụng có liên_quan đến doanh_nghiệp bất_động_sản các doanh_nghiệp có khối_lượng phát_hành lớn lãi_suất cao các doanh_nghiệp có kết_quả kinh_doanh thua_lỗ các doanh_nghiệp phát_hành không có tài_sản bảo_đảm.Thủ_tướng nêu rõ Ngân_hàng Nhà_nước phải chỉ_đạo hướng_dẫn các nhà_băng tiếp_tục cho vay với lĩnh_vực bất_động_sản đúng quy_định đủ tính pháp_lí ưu_tiên cho vay với các dự_án nhà_ở thương_mại nhà_ở xã_hội cho người thu_nhập thấp nhà ở cho công_nhân đã được cấp phép và khởi_công xây_dựng để tạo nguồn cung cho thị_trường.Bộ Công_an chủ_trì phối_hợp chặt_chẽ với Bộ Tài_chính Ngân_hàng Nhà_nước Việt_Nam các cơ_quan thanh_tra kiểm_toán và các cơ_quan liên_quan tăng_cường công_tác nắm_bắt tình_hình xử_lý nghiêm các hành_vi vi_phạm pháp_luật tác_động tiêu_cực đến hoạt_động của thị_trường tài_chính tín_dụng bất_động_sản chống tham_nhũng tiêu_cực.Sau khi lắng_nghe ý_kiến các đại_biểu phát_biểu tại hội_nghị Thủ_tướng Phạm_Minh_Chính đánh_giá các ý_kiến tâm_huyết trách_nhiệm vì mục_tiêu chung đã đánh_giá khách_quan trung_thực những mặt được là cơ_bản trong phát_triển thị_trường bất_động_sản từ năm 2000 tới nay góp_phần ổn_định kinh_tế vĩ_mô kiểm_soát lạm_phát bảo_đảm các cân_đối lớn của nền kinh_tế trong điều_kiện khó_khăn hiện_nay và góp_phần đưa đất_nước phát_triển
