cluster_id,score,summary
93,"[0.97590361 1.01417434 1.01417434 1.03330971 0.99503898 1.03330971
 1.03330971 0.99503898 0.99503898 1.03330971 0.88022679 0.99503898
 1.03330971 0.95676825 0.99503898 0.97590361 0.99503898 0.99503898
 0.99503898 0.97590361 0.91849752 1.03330971 0.99503898 0.99503898
 1.03330971 1.03330971 1.03330971 1.01417434 0.99503898 1.03330971
 0.97590361 0.95676825 0.97590361 0.95676825 0.99503898 1.01417434
 1.03330971 1.03330971 1.03330971 1.03330971 1.03330971 0.97590361
 0.91849752 1.03330971 0.99503898 1.03330971 1.03330971 1.03330971
 0.91849752 1.03330971 0.93763288 1.03330971 1.03330971 0.97590361]",Theo đó đối_tác này đòi mức giá là 15 triệu USD khoảng 350 tỷ đồng với gói bản_quyền truyền_hình và radio bao_gồm độc_quyền truyền_hình mặt_đất cáp vệ_tinh_IVTV và không độc_quyền phát_thanh trên lãnh_thổ Việt_Nam quyền truyền phát trên di_động và internet bao_gồm OTT.Cũng theo đại_diện nhà đài này đối_tác đưa ra mức giá trên là việc của đối_tác còn mua hay không còn phải tùy vào khả_năng và hướng khai_thác của các đơn_vị truyền_hình Việt_Nam.Đại_diện một công_ty bản_quyền thừa_nhận để kêu_gọi quảng_cáo và thu_hồi vốn với mức giá hiện_tại là không_thể.Theo một chuyên_gia tư_vấn bản_quyền nếu Việt_Nam không mua được bản_quyền World_Cup 2022 thì các trận đấu vẫn có_thể được phát_sóng thông_qua các đơn_vị quốc_tế khác chỉ có_điều sẽ không có bình_luận tiếng Việt và khai_thác thương_quyền quảng_cáo.Mức giá ở mỗi nước là khác nhau và chưa được tiết_lộ công_khai.Đối_tác nước_ngoài sở_hữu bản_quyền truyền_hình World_Cup 2022 trên lãnh_thổ Việt_Nam vừa làm_việc với một_số nhà đài và đưa ra mức giá chào_hàng khiến các đơn_vị truyền_hình phải sốc
94,[1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1. 1.],Trước đó trong năm 2022 Bộ Công_an đã khởi_tố và xử_lý những cá_nhân doanh_nghiệp có ảnh_hưởng trên thị_trường tài_chính chứng_khoán như lãnh_đạo của Tập_đoàn Tân Hoàng_Minh_Tập_đoàn FLC Tuy_nhiên lợi_dụng việc Cơ_quan điều_tra khởi_tố điều_tra các vụ_án trên một_số cá_nhân sử_dụng mạng xã_hội đăng_tải thông_tin thất_thiệt chưa được kiểm_chứng được cho là vi_phạm của các cá_nhân doanh_nghiệp khác thu_hút lượng lớn người theo_dõi trên mạng xã_hội.Hiện các Cục nghiệp_vụ của Bộ Công_an đang tiến_hành_xác_minh làm rõ người có hành_vi tung tin_đồn thất_thiệt để xử_lý nghiêm_minh theo quy_định của pháp_luật
95,"[1.01722713 0.99300744 1.02530036 0.96071451 1.0091539  1.00108067
 0.99300744 0.98493421 0.92842159 1.02530036 1.00108067 1.0091539
 1.0091539  1.01722713 1.00108067 0.97686098 0.99300744 1.02530036
 1.01722713 1.01722713 1.02530036 1.00108067 0.96878774 1.02530036
 1.0091539  0.94456805 0.97686098 0.96071451 1.01722713 0.97686098
 1.01722713 1.02530036 1.0091539  1.02530036 1.0091539  0.96878774
 0.96878774 1.02530036 1.02530036 1.02530036 1.02530036 1.01722713
 1.02530036 1.02530036 1.01722713 1.01722713 1.00108067 1.02530036
 0.98493421 1.0091539  1.01722713 0.96878774 1.02530036 1.0091539
 0.96878774 0.95264128 1.02530036 1.02530036 1.01722713 0.99300744
 1.01722713 1.01722713 1.02530036 1.01722713 0.96878774 1.02530036
 0.99300744 1.02530036 1.02530036 1.0091539  1.01722713 1.01722713
 1.0091539  1.02530036 1.0091539  1.01722713 0.92842159 1.00108067
 1.01722713 0.96878774 1.0091539  1.00108067 1.00108067 1.02530036
 1.02530036 1.01722713 0.99300744 1.02530036 1.00108067 1.02530036
 0.97686098 0.96071451 1.02530036 1.0091539  1.02530036 1.01722713
 1.0091539  1.02530036 1.01722713 1.0091539  1.0091539  0.93649482
 1.01722713 1.02530036 0.70237111 0.96071451 1.02530036 1.02530036
 0.94456805 0.92842159 0.97686098 1.02530036 1.02530036 1.00108067
 1.02530036 1.01722713 1.02530036 1.0091539  0.97686098 0.83154281
 1.01722713 1.02530036 1.0091539  0.97686098 1.01722713 0.95264128
 1.01722713]",Trả_lời phỏng_vấn với Báo Phụ_nữ Việt_Nam sau phiên_tòa sáng nay 217 luật_sư Trần_Thị_Ngọc_Nữ cho biết các luật_sư bảo_vệ cho gia_đình bé NTVA có xem_lại các video về việc Thái tham_gia đánh_đập bé A và nhiều lần Thái chứng_kiến Trang cầm hung_khí đánh bé gái lột toàn_bộ_đồ trên người của bé ra để tra_tấn và bắt nhốt bé vào chuồng chó.Đây là mong_muốn không_chỉ của cá_nhân các luật_sư gia_đình bị hại mà_còn là mong_muốn của đa_số người dân luật_sư Trần_Thị_Ngọc_Nữ nói.Bên trong phòng xử án một màn_hình_chiếu lớn được dựng ngay bên cạnh bàn làm_việc của HĐXX để trình_chiếu khi cần_thiết các đoạn clip ghi từ trong căn_hộ của hai bị_cáo thời_điểm bạo_hành cháu bé.Sáng 217 ngay sau khi HĐXX hội_ý và tuyên_bố trả hồ_sơ điều_tra lại vụ_án bạo_hành bé NTVA tử_vong luật_sư Trần_Thị_Ngọc_Nữ luật_sư bảo_vệ quyền_lợi cho gia_đình của bé NTVA cho biết quyết_định hoãn tòa trả hồ_sơ điều_tra bổ_sung khiến bà và các luật_sư bảo_vệ cho gia_đình bị hại cảm_thấy rất phấn_khởi.Rồi nhìn người đàn_ông được gọi_là bị_cáo gầy_gò lọm thọm hèn_mọn bị áp_giải vào phòng xử án trong cơn vần_vũ của đất trời tôi chợt nghĩ đến con gà_trống trong câu thành_ngữ gà_trống nuôi con với cái nghĩa ca_ngợi thương_cảm ngưỡng_mộ những người đàn_ông đơn thân một_mình chắt_chiu nuôi những đứa con vắng mẹ của mình.Trước khi phiên_tòa diễn ra 2 ngày xử sơ_thẩm Nguyễn_Võ_Quỳnh_Trang về tội Giết_người Hành_hạ người khác và Nguyễn_Kim_Trung_Thái về tội Hành_hạ người khác Che_giấu tội_phạm luật_sư Trần_Thị_Ngọc_Nữ đã có kiến_nghị với thẩm_phán chủ_tọa Nguyễn_Văn_Tuấn về việc trả hồ_sơ để điều_tra bổ_sung.Theo kiến_nghị của luật_sư cần thay_đổi Nguyễn_Kim_Trung_Thái từ tội Hành_hạ người khác sang tội Giết_người.Ngoài_ra theo quy_định tại điểm d khoản 2 Điều 25 Luật Báo_chí năm 2016 có hiệu_lực từ 112017 quy_định rất rõ là nhà_báo được hoạt_động nghiệp_vụ báo_chí tại các phiên_tòa xét_xử công_khai
96,"[1.01030111 1.02040412 1.03050713 1.03050713 1.02040412 1.03050713
 1.02040412 1.03050713 1.03050713 1.0001981  1.03050713 1.0001981
 1.03050713 1.03050713 1.01030111 0.95978605 0.95978605 1.02040412
 1.03050713 1.02040412 0.909271   1.0001981  1.02040412 1.03050713
 1.02040412 1.03050713 1.02040412 1.03050713 1.03050713 1.03050713
 0.96988906 1.02040412 1.0001981  1.02040412 0.909271   1.0001981
 1.02040412 0.95978605 1.0001981  1.03050713 1.03050713 0.99009509
 1.03050713 0.97999208 0.96988906 0.83854992 1.02040412 1.0001981
 1.01030111 1.0001981  1.03050713 1.0001981  1.03050713 0.909271
 1.01030111 0.94968304 0.92947702 0.97999208 0.909271   1.03050713
 1.01030111 0.97999208 1.03050713 1.02040412 1.03050713 1.03050713
 1.02040412 1.03050713 1.02040412 1.03050713 1.02040412 1.01030111
 0.93958003 0.96988906 1.03050713 0.89916799 1.02040412 1.01030111
 1.03050713 1.0001981  0.95978605 0.96988906 0.94968304 1.03050713
 0.95978605 0.99009509 1.01030111 1.02040412 1.03050713 1.01030111
 1.0001981  0.99009509 1.02040412 1.02040412 1.02040412 0.99009509
 0.96988906 0.97999208 0.94968304 1.02040412 1.0001981  0.94968304]",Khi không còn Angelina_Jolie và các con bên cạnh Pitt đã phải một_mình đối_mặt học cách chấp_nhận những gì đang diễn ra bên trong mình.Tôi luôn cảm_thấy cô_đơn trong cuộc_đời mình.Pitt nói rằng Jolie tự_ý bán cổ_phần khi không xin_phép và chưa nhận được sự đồng_thuận của anh.Anh tập_trung lắng_nghe quan_tâm tới việc học_hỏi và hoàn_thiện bản_thân với tư_cách người đàn_ông người cha của 6 đứa con.Anh không ngại_ngần phơi_bày mặt xấu_xí của mình trước đồng_nghiệp nam và Cooper là người anh tin_tưởng nhất.Sau chuỗi ngày ngụp_lặn trong bế_tắc cuộc_chiến sức_khỏe và vết_thương tinh_thần Brad_Pitt tự_tin anh của hiện_tại đã ổn.Tài_tử A_Star_Is_Born có nhiều kinh_nghiệm chia_sẻ cho đàn_anh vì anh là người vực dậy sau nghiện_ngập trước.Ouderkirk bị loại khỏi vụ kiện vì tòa_án có bằng_chứng ông làm_ăn với luật_sư của Brad_Pitt
97,"[0.99964074 0.99012035 0.99012035 0.99964074 1.00916113 0.99012035
 1.00916113 0.99012035 0.99012035 0.99964074 1.00916113 1.00916113
 0.97107958 0.99964074 0.99012035 1.00916113 0.98059996 0.99964074
 1.00916113 1.00916113 1.00916113 1.00916113 1.00916113 0.99964074
 1.00916113 0.99964074 1.00916113 1.00916113 0.99964074 0.99012035
 0.99012035 0.94251841 1.00916113 1.00916113 0.99964074 1.00916113
 0.99964074 1.00916113 1.00916113 0.99012035 1.00916113 0.99012035
 0.99964074 1.00916113 0.99964074 0.99964074 1.00916113 1.00916113
 0.99012035 1.00916113 1.00916113 1.00916113 1.00916113 0.99964074
 1.00916113 1.00916113 1.00916113 1.00916113 1.00916113 0.98059996
 1.00916113 0.96155919 0.99012035 0.99012035 1.00916113 1.00916113
 1.00916113 1.00916113 1.00916113 1.00916113 1.00916113 0.99964074
 1.00916113 1.00916113 1.00916113 1.00916113 0.99964074 0.98059996
 1.00916113 1.00916113 0.99012035 1.00916113 1.00916113 0.97107958
 1.00916113 1.00916113 1.00916113 0.99964074 1.00916113 1.00916113
 0.98059996 0.97107958 0.86635531 0.99964074 1.00916113 1.00916113
 1.00916113 1.00916113 0.98059996 1.00916113 1.00916113 1.00916113
 0.99964074 1.00916113 0.99964074 1.00916113]",Cần có giải_pháp giải_tỏa vấn_đề này đẩy_mạnh thông_tin tích_cực cho đội_ngũ cán_bộ y_tế ngành y_tế.Cùng đó các cơ_sở KCB phải có trách_nhiệm vừa bảo_đảm mức giá vừa bảo_đảm chất_lượng và quyền_lợi cho người_bệnh BHYT.Nhấn_mạnh lại rằng một trong những lý_do tình_trạng thiếu thuốc VTYT diễn ra cục_bộ là việc đấu_thầu tập_trung ở các cơ cơ_sở y_tế cả tại trung_ương và địa_phương khá chậm ông Đức thông_tin Chúng_tôi đã thống_kê có những mặt_hàng dù đã hết nhưng chậm trên 3 tháng có những tỉnh phải đấu_thầu tập_trung ở Sở Y_tế như Nghệ_An TP HCM TP Hà_Nội thì tình_trạng chậm trên 3 tháng chưa đấu_thầu diễn ra khá phổ_biến.Những vướng_mắc khó_khăn trong thực_hiện chính_sách BHYT luôn được BHXH kiến_nghị đề_xuất Bộ Y_tế cơ_quan quản_lý nhà_nước về BHYT tháo_gỡ kịp_thời.Việc thiếu thuốc VTYT là vấn_đề chúng_ta xử_lý chuyện đã xảy ra rồi nên sẽ phải chờ thực_hiện theo ý_kiến của Bộ Y_tế.Trong đó có 136 hoạt chấtthuốc được quy_định điều_kiện chỉ_định ưu_tiên trong một_số trường_hợp 25 hoạt_chất được quy_định tỉ_lệ thanh_toán 30 50 60 70 và 31 hoạt_chất được quy_định cả điều_kiện chỉ_định và tỉ_lệ thanh_toán.Đây chủ_yếu là các hoạt_chất thuộc nhóm thuốc có giá_thành cao chi_phí lớn hoặc thuốc thế_hệ mới cần được sử_dụng theo hướng_dẫn chẩn_đoán và điều_trị để bảo_đảm tính chi_phí hiệu_quả mặt_khác thuộc nhóm thuốc đã có nhiều hoạt_chất khác có tác_dụng tương_tự được quỹ BHYT thanh_toán 100.Ngoài_ra có 349 vị thuốc y_học cổ_truyền 229 thuốc cổ_truyền thuốc từ dược_liệu với khoảng trên 1200 chế_phẩm
98,"[1.0058651  1.0058651  1.0058651  1.0058651  1.0058651  1.0058651
 1.0058651  1.0058651  1.0058651  1.0058651  1.0058651  1.0058651
 1.0058651  1.0058651  1.0058651  1.0058651  1.0058651  1.0058651
 1.0058651  1.0058651  1.0058651  1.0058651  1.0058651  0.98533724
 0.90322581 1.0058651  1.0058651  1.0058651  1.0058651  0.98533724
 1.0058651  1.0058651  1.0058651  0.98533724 0.98533724 1.0058651
 1.0058651  1.0058651  1.0058651  1.0058651  0.98533724 0.94428152
 0.98533724 1.0058651  1.0058651  1.0058651  1.0058651  1.0058651
 1.0058651 ]",Như_vậy kể từ ngày 112022 mức đóng bảo_hiểm xã_hội tự_nguyện thấp nhất là 330000 đồngtháng 22 x 1500000 đồng_mức đóng bảo_hiểm xã_hội tự_nguyện tối_đa là 6556000 đồngtháng 22 x 29800000 đồng.Trong đó mức thu_nhập tháng làm căn_cứ đóng bảo_hiểm xã_hội tự_nguyện tối_thiểu bằng mức chuẩn hộ nghèo đối_với khu_vực nông_thôn mức chuẩn hộ nghèo hiện_hành là 1500000 đồngngườitháng và tối_đa bằng 20 lần lương cơ_sở mức lương cơ_sở hiện_hành là 1490000 đồng.Đặc_biệt về nhiệm_vụ phát_triển kinh_tế xã_hội thu_chi ngân_sách 6 tháng cuối năm 2022 với 6 nhóm nhiệm_vụ giải_pháp trọng_tâm trong đó tập_trung tháo_gỡ khó_khăn hỗ_trợ_sản_xuất kinh_doanh thúc_đẩy phục_hồi và phát_triển kinh_tế xã_hội.Trong đó các cơ_quan đơn_vị tập_trung tuyên_truyền kết_quả kỳ họp thứ 7 HĐND TP khóa XVI.Phát_biểu tại hội_nghị Phó Trưởng_ban Tuyên_giáo Thành_ủy Hà_Nội Đinh_Thị_Lan Duyên đề_nghị thời_gian tới tháng 7 8 các cơ_quan đơn_vị tập_trung tuyên_truyền một_số nội_dung trọng_tâm
99,"[1.00277778 0.97638889 1.00277778 1.00277778 1.00277778 1.00277778
 1.00277778 1.00277778 1.00277778 1.00277778 1.00277778 1.00277778
 1.00277778 1.00277778 1.00277778 1.00277778 1.00277778 1.00277778
 0.97638889 1.00277778 1.00277778 1.00277778 1.00277778 1.00277778
 1.00277778 1.00277778 1.00277778 1.00277778 1.00277778 1.00277778
 1.00277778 0.97638889 0.97638889 1.00277778 1.00277778 1.00277778
 1.00277778 1.00277778]",Đắt nhất là phiên_bản RAM 16 GBROM 256_GB được niêm_yết ở mức 799 USD 1866 triệu đồng.Phiên_bản RAM 8 GBROM 256_GB có giá 749 USD 1749 triệu đồng.T2x_5G có_thể quay video 4K.Bộ đôi camera sau của Vivo_T2x_5G bao_gồm cảm_biến chính độ phân_giải 50 MP khẩu_độ f18 cho khả_năng lấy nét theo pha và ống_kính macro 2 MP f24
100,"[1.00464315 1.00464315 1.00464315 0.99869851 0.98086461 0.98680924
 1.00464315 0.99869851 1.00464315 1.00464315 1.00464315 0.93330754
 1.00464315 1.00464315 1.00464315 1.00464315 0.99869851 1.00464315
 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315
 1.00464315 1.00464315 1.00464315 1.00464315 0.99869851 0.99869851
 0.99869851 0.99869851 1.00464315 1.00464315 0.93330754 0.99869851
 0.99869851 1.00464315 0.99869851 1.00464315 1.00464315 1.00464315
 1.00464315 1.00464315 1.00464315 0.99869851 1.00464315 0.99869851
 1.00464315 0.98086461 1.00464315 1.00464315 0.99869851 0.99869851
 1.00464315 1.00464315 1.00464315 0.98680924 1.00464315 0.98086461
 1.00464315 0.97491998 1.00464315 1.00464315 1.00464315 1.00464315
 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315
 0.98086461 0.99869851 1.00464315 1.00464315 0.99869851 0.99869851
 0.99869851 1.00464315 1.00464315 1.00464315 1.00464315 0.99869851
 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315
 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315
 1.00464315 0.99869851 1.00464315 0.99869851 1.00464315 0.99869851
 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315
 0.99869851 0.99869851 1.00464315 1.00464315 1.00464315 0.97491998
 0.99869851 1.00464315 0.99869851 0.99275388 1.00464315 1.00464315
 0.99869851 1.00464315 1.00464315 1.00464315 1.00464315 0.99869851
 0.99275388 0.99869851 0.99869851 0.99869851 0.99869851 0.99869851
 1.00464315 1.00464315 1.00464315 1.00464315 0.99869851 1.00464315
 1.00464315 0.98086461 0.99869851 1.00464315 1.00464315 1.00464315
 1.00464315 1.00464315 1.00464315 0.99869851 0.99869851 1.00464315
 1.00464315 1.00464315 0.86791656 0.99869851 1.00464315 1.00464315
 1.00464315 1.00464315 1.00464315 1.00464315 1.00464315 0.99275388
 1.00464315 0.98680924 1.00464315 0.99869851 0.99869851 1.00464315
 1.00464315]",Ông đặc_biệt chú_ý chỉ_đạo đổi_mới theo quan_điểm lấy dân làm gốc phát_huy sức_mạnh của nhân_dân trong sự_nghiệp vì an_ninh Tổ_quốc.Sáng 127 Bộ Công_an phối_hợp với Thành_ủy TPHCM tổ_chức hội_thảo khoa_học Đại_tướng Mai_Chí_Thọ với lực_lượng Công_an Nhân_dân Việt_Nam và Đảng_bộ chính_quyền và nhân_dân TPHCM.Trong công_cuộc xây_dựng đất_nước phát_triển TPHCM Đại_tướng Mai_Chí_Thọ là nhà lãnh_đạo bản_lĩnh có tầm_nhìn_xa tư_duy đổi_mới năng_động sáng_tạo quyết_liệt.Các tham_luận phân_tích làm sâu_sắc hơn những quan_điểm tư_tưởng chỉ_đạo của Đại_tướng Mai_Chí_Thọ về đổi_mới kinh_tế về xóa_đói_giảm_nghèo ổn_định xã_hội về bảo_tồn và phát_huy bản_sắc văn_hóa dân_tộc Đặc_biệt là về đổi_mới toàn_diện các mặt công_tác của ngành công_an sau Đại_hội lần thứ_VI của Đảng.Trong đó 11 tham_luận được trình_bày tại hội_thảo đã nêu lên thân_thế cuộc_đời và sự_nghiệp cách_mạng vẻ_vang những cống_hiến đóng_góp của Đại_tướng Mai_Chí_Thọ cây_đại_thụ của ngành công_an.Hội_thảo đã nhận được 104 tham_luận của các vị lãnh_đạo nguyên lãnh_đạo Đảng Nhà_nước Bộ Công_an_Thành_ủy TPHCM các vị lão_thành cách_mạng các nhà_khoa_học nghiên_cứu lịch_sử trên phạm_vi cả nước gửi về.Dự hội_thảo có Đại_tướng Tô_Lâm_Ủy_viên Bộ_Chính_trị Bộ_trưởng Bộ Công_an ông Nguyễn_Văn_Nên Ủy_viên Bộ_Chính_trị Bí_thư Thành_ủy TPHCM cùng lãnh_đạo các ban_ngành địa_phương.Hội_thảo là một trong những hoạt_động lớn trong chuỗi sự_kiện kỷ_niệm 100 năm ngày_sinh của Đại_tướng Mai_Chí_Thọ 1571922_– 1572022
101,"[1.00286533 0.98853868 1.00286533 1.00286533 1.00286533 1.00286533
 1.00286533 1.00286533 1.00286533 1.00286533 1.00286533 1.00286533
 1.00286533 0.98853868 1.00286533 1.00286533 1.00286533 1.00286533
 1.00286533 0.95988539 1.00286533 1.00286533 1.00286533 1.00286533
 0.98853868 1.00286533 1.00286533 1.00286533 1.00286533 1.00286533
 1.00286533 1.00286533 1.00286533 1.00286533 1.00286533 1.00286533
 1.00286533 1.00286533 1.00286533 1.00286533 1.00286533 1.00286533
 1.00286533 1.00286533 0.97421203 1.00286533 1.00286533 0.98853868
 1.00286533 1.00286533 1.00286533 1.00286533 1.00286533 1.00286533
 1.00286533 1.00286533 0.98853868 1.00286533 1.00286533 1.00286533
 1.00286533 1.00286533 0.97421203 1.00286533 1.00286533 0.97421203
 1.00286533 1.00286533 1.00286533 1.00286533]",Ngoài_ra tình_trạng lái_xe vi_phạm tốc_độ sai phần đường làn đường cho_phép vi_phạm nồng_độ cồn chất ma_túy khi lái_xe còn diễn ra khá phổ_biến.Một_số địa_phương có tỷ_lệ người chết do tai_nạn giao_thông tăng cao_cả về số_lượng tuyệt_đối và số tương_đối như Bắc_Giang tăng 15 người tương_đương 30 Hà_Nội tăng 52 người tương_đương 304 Hậu_Giang tăng 8 người tương_đương 32 Quảng_Ngãi tăng 24 người tương_đương 429 Phú_Thọ tăng 7 người tương_đương 438 Đà_Nẵng tăng 15 người tương_đương 714 Yên_Bái tăng 11 người tương_đương 122.Tình_trạng lái_xe vi_phạm tốc_độ sai phần đường làn đường cho_phép vi_phạm nồng_độ cồn chất ma_túy khi lái_xe còn diễn ra khá phổ_biến.Tình_hình vi_phạm tải_trọng xe ôtô trên đường_bộ tái_diễn tại nhiều địa_phương nhất là nơi có mỏ vật_liệu khoáng_sản công_trình xây_dựng nhà_máy ximăng cảng và tái_diễn xe quá_tải đường dài như Lào_Cai Vĩnh_Phúc Hải_Phòng Thái_Nguyên Thái_Bình Bắc_Giang_Hà Nam Nghệ_An Thừa ThiênHuế Bình_Định Đồng_Nai Bà RịaVũng Tàu tái_diễn tình_trạng cơi_nới thành thùng_xe để chở hàng quá_tải dẫn đến tình_trạng đường_bộ ở nhiều nơi bị xuống_cấp nghiêm_trọng đặc_biệt là các tuyến đường cấp tỉnh cấp huyện có địa_phương mặt_đường trên những tuyến đê xung_yếu cũng bị hư_hỏng do xe quá_tải hoạt_động Ninh_Bình_Phan_Thiết_Nha_Trang Hà_Tĩnh Quảng_Bình Quảng_Trị Quảng_Ngãi Phú_Yên.Bên_cạnh đó công_tác bảo_đảm trật_tự an_toàn giao_thông cũng còn nhiều hạn_chế như vi_phạm về hành_lang an_toàn giao_thông đường sắt chưa được xử_lý kịp_thời tình_trạng xe ôtô tải không thực_hiện nghiêm quy_định về xếp_hàng_hóa lên phương_tiện khiến cho hàng_hóa bị rơi xuống đường gây mất an_toàn giao_thông có xu_hướng gia_tăng điển_hình_như một_số vụ xe container rơi cuộn thép tại Thành_phố Hồ_Chí_Minh tháng 32022 Bình_Dương tháng 122021 Tình_trạng tụ_tập điều_khiển xe thành_đoàn có dấu_hiệu đua xe trái_phép vẫn còn diễn_biến phức_tạp tại một_số tỉnh_thành_phố.Ngoài_ra khu_vực Tây_Nguyên cũng ghi_nhận một_số vụ tai_nạn giao_thông liên_quan tới xe công_nông tai_nạn giao_thông với người đi xe_máy do va_chạm với ôtô tải trên quốc_lộ.Trong số các nạn_nhân_tử_vong có 8 người sinh từ năm 2004 đến 2008
102,"[0.84145531 0.9784364  1.00778949 1.00778949 0.99800513 1.00778949
 1.00778949 1.00778949 1.00778949 1.00778949 0.98822077 1.00778949
 1.00778949 1.00778949 1.00778949 1.00778949 1.00778949 1.00778949
 1.00778949 0.98822077 0.99800513 1.00778949 1.00778949 1.00778949
 1.00778949 0.98822077 1.00778949 1.00778949 1.00778949 0.99800513
 0.99800513 1.00778949 1.00778949 1.00778949 1.00778949 0.84145531
 1.00778949 0.98822077 1.00778949 0.99800513 1.00778949 1.00778949
 0.99800513 1.00778949 1.00778949 1.00778949 0.99800513 0.98822077
 1.00778949 0.99800513 0.99800513 0.98822077 0.99800513 0.99800513
 1.00778949 0.99800513 0.99800513 1.00778949 0.9784364  1.00778949
 1.00778949 1.00778949 1.00778949 1.00778949 1.00778949 1.00778949
 1.00778949 1.00778949 1.00778949 1.00778949 0.99800513 0.99800513
 1.00778949 1.00778949 1.00778949 0.98822077 1.00778949 1.00778949
 0.99800513 0.98822077 0.9784364  1.00778949 0.99800513 1.00778949
 1.00778949 1.00778949 1.00778949 0.99800513 1.00778949 1.00778949
 1.00778949 0.98822077 0.99800513 0.99800513 1.00778949 1.00778949
 1.00778949 1.00778949 1.00778949 1.00778949 1.00778949 1.00778949
 0.99800513]",Đồng_thời xem_xét nâng lương khởi_điểm bậc 2 đối_với bác_sĩ mới ra trường để thu_hút nguồn đầu_vào xem_xét chế_độ thâm_niên nghề của ngành y_tế như đối_với ngành giáo_dục.Về lâu_dài kiến_nghị Chính_phủ nâng lương cán_bộ y_tế bảo_vệ sức_khỏe nhân_dân bằng lực_lượng_vũ_trang quy_định cụ_thể về các biện_pháp bảo_vệ nhân_viên y_tế xử_lý nghiêm_minh các hành_vi vi_phạm bạo_hành_nhân_viên y_tế.Thứ hai tại một_số đơn_vị sự_nghiệp y_tế được giao tự_chủ kinh_phí chi thường_xuyên do giá dịch_vụ y_tế cho người có thẻ bảo_hiểm y_tế thấp vì chưa tính đủ các yếu_tố cấu_thành giá dịch_vụ y_tế nên nguồn thu sự_nghiệp của các đơn_vị thấp.Tính từ đầu năm 2021 đến 6 tháng đầu năm 2022 có tổng_số 9397 viên_chức y_tế xin thôi_việc bỏ việc trong đó có 8620 viên_chức y_tế thuộc quyền quản_lý của các Sở Y_tế các tỉnh_thành 777 viên_chức y_tế thuộc thẩm_quyền quản_lý của các đơn_vị sự_nghiệp trực_thuộc Bộ Y_tế.Đồng_thời cho_phép Bộ Y_tế tính đúng tính đủ giá dịch_vụ y_tế kể_cả giá dịch_vụ khám chữa bệnh bảo_hiểm y_tế làm cơ_sở để động_viên khuyến_khích các đơn_vị sự_nghiệp y_tế tăng_cường cung_ứng dịch_vụ có chất_lượng tăng nguồn thu sự_nghiệp của đơn_vị góp_phần tăng thu_nhập cho cán_bộ viên_chức y_tế.Để hạn_chế tình_trạng này Công_đoàn Y_tế Việt_Nam đề_xuất sớm nâng mức hưởng phụ_cấp ưu_đãi theo nghề đối_với viên_chức làm chuyên_môn y_tế dự_phòng và y_tế cơ_sở từ mức 40 70 lên mức 100 để thu_hút nhân_lực y_tế công_tác trong lĩnh_vực y_tế dự_phòng và y_tế cơ_sở.Trong số đó có 1190 bác_sĩ 1177 điều_dưỡng 267 kỹ_thuật y và 1126 viên_chức y_tế khác.Mức_lương này chỉ đảm_bảo một phần nhu_cầu của cuộc_sống vì_vậy rất khó giữ chân cán_bộ viên_chức y_tế làm_việc trong cơ_sở y_tế công_lập trong khi mức thu_nhập tại các cơ_sở y_tế ngoài công_lập cao hơn gấp 3 đến 4 lần thậm_chí có nơi cao gấp 5 đến 6 lần thu_nhập của nhân_viên y_tế tại cơ_sở y_tế công_lập_Công_đoàn Y_tế nêu rõ
